Loc Abbr,Loc Desc,Heart Disease Mortality per 100k,Gender,Race/Ethnicity
KY,Mercer County,252.6,Female,White
KY,Metcalfe County,376.4,Female,White
KY,Monroe County,493.4,Female,White
KY,Montgomery County,334.8,Female,White
KY,Morgan County,375.1,Female,White
KY,Muhlenberg County,331,Female,White
KY,Nelson County,252.4,Female,White
KY,Nicholas County,351.2,Female,White
KY,Ohio County,303.1,Female,White
KY,Oldham County,248.2,Female,White
KY,Owen County,429.4,Female,White
KY,Owsley County,544.7,Female,White
KY,Pendleton County,313,Female,White
KY,Perry County,554.3,Female,White
KY,Pike County,403.8,Female,White
KY,Powell County,372.7,Female,White
KY,Pulaski County,403.6,Female,White
KY,Robertson County,412.5,Female,White
KY,Rockcastle County,342.2,Female,White
KY,Rowan County,356.5,Female,White
KY,Russell County,310.9,Female,White
KY,Scott County,298.3,Female,White
KY,Shelby County,248.2,Female,White
KY,Simpson County,321.6,Female,White
KY,Spencer County,245.6,Female,White
KY,Taylor County,342.3,Female,White
KY,Todd County,349.2,Female,White
KY,Trigg County,315,Female,White
KY,Trimble County,322.2,Female,White
KY,Union County,286.4,Female,White
KY,Warren County,300.7,Female,White
KY,Washington County,259.8,Female,White
KY,Wayne County,337.1,Female,White
KY,Webster County,313.7,Female,White
KY,Whitley County,519.4,Female,White
KY,Wolfe County,448,Female,White
KY,Woodford County,230.4,Female,White
KY,Adair County,389.7,Overall,Black
KY,Allen County,413,Overall,Black
KY,Anderson County,407,Overall,Black
KY,Ballard County,533,Overall,Black
KY,Barren County,474.3,Overall,Black
KY,Bath County,362.8,Overall,Black
KY,Bell County,412.7,Overall,Black
KY,Boone County,365.8,Overall,Black
KY,Bourbon County,432.5,Overall,Black
KY,Boyd County,442.5,Overall,Black
KY,Boyle County,252.3,Overall,Black
KY,Bracken County,441.3,Overall,Black
KY,Breathitt County,,Overall,Black
KY,Breckinridge County,295.3,Overall,Black
KY,Bullitt County,362.8,Overall,Black
KY,Butler County,438,Overall,Black
KY,Caldwell County,429.1,Overall,Black
KY,Calloway County,425.6,Overall,Black
KY,Campbell County,377.4,Overall,Black
KY,Carlisle County,521,Overall,Black
KY,Carroll County,,Overall,Black
KY,Carter County,,Overall,Black
KY,Casey County,328.5,Overall,Black
KY,Christian County,437.2,Overall,Black
KY,Clark County,397.3,Overall,Black
KY,Clay County,479.6,Overall,Black
KY,Clinton County,,Overall,Black
KY,Crittenden County,,Overall,Black
KY,Cumberland County,,Overall,Black
KY,Daviess County,334.6,Overall,Black
KY,Edmonson County,477.2,Overall,Black
KY,Elliott County,,Overall,Black
KY,Estill County,444.8,Overall,Black
KY,Fayette County,422.3,Overall,Black
KY,Fleming County,610.2,Overall,Black
KY,Floyd County,,Overall,Black
KY,Franklin County,447.6,Overall,Black
KY,Fulton County,580.8,Overall,Black
KY,Gallatin County,,Overall,Black
KY,Garrard County,359,Overall,Black
KY,Grant County,426,Overall,Black
KY,Graves County,436.2,Overall,Black
KY,Grayson County,318.6,Overall,Black
KY,Green County,394.9,Overall,Black
KY,Greenup County,554.4,Overall,Black
KY,Hancock County,271.5,Overall,Black
KY,Hardin County,362.1,Overall,Black
KY,Harlan County,365.3,Overall,Black
KY,Harrison County,678.3,Overall,Black
KY,Hart County,377.1,Overall,Black
KY,Henderson County,372,Overall,Black
KY,Henry County,365.9,Overall,Black
KY,Hickman County,641.6,Overall,Black
KY,Hopkins County,440.1,Overall,Black
KY,Jackson County,433.9,Overall,Black
KY,Jefferson County,365.2,Overall,Black
KY,Jessamine County,415.4,Overall,Black
KY,Johnson County,,Overall,Black
KY,Kenton County,423.2,Overall,Black
KY,Knott County,,Overall,Black
KY,Knox County,,Overall,Black
KY,Larue County,359.3,Overall,Black
KY,Laurel County,,Overall,Black
KY,Lawrence County,,Overall,Black
KY,Lee County,,Overall,Black
KY,Leslie County,492.9,Overall,Black
KY,Letcher County,,Overall,Black
KY,Lewis County,643.8,Overall,Black
KY,Lincoln County,,Overall,Black
KY,Livingston County,396.1,Overall,Black
KY,Logan County,473.5,Overall,Black
KY,Lyon County,,Overall,Black
KY,McCracken County,422.1,Overall,Black
KY,McCreary County,,Overall,Black
KY,McLean County,381.9,Overall,Black
KY,Madison County,406.1,Overall,Black
KY,Magoffin County,,Overall,Black
KY,Marion County,482.6,Overall,Black
KY,Marshall County,390.3,Overall,Black
KY,Martin County,,Overall,Black
KY,Mason County,589.4,Overall,Black
KY,Meade County,461,Overall,Black
KY,Menifee County,,Overall,Black
KY,Mercer County,304.2,Overall,Black
KY,Metcalfe County,516.3,Overall,Black
KY,Monroe County,581.7,Overall,Black
KY,Montgomery County,391.4,Overall,Black
KY,Morgan County,,Overall,Black
KY,Muhlenberg County,416.2,Overall,Black
KY,Nelson County,355,Overall,Black
KY,Nicholas County,417.4,Overall,Black
KY,Ohio County,344.5,Overall,Black
KY,Oldham County,367.4,Overall,Black
KY,Owen County,431.1,Overall,Black
KY,Owsley County,,Overall,Black
KY,Pendleton County,,Overall,Black
KY,Perry County,,Overall,Black
KY,Pike County,,Overall,Black
KY,Powell County,,Overall,Black
KY,Pulaski County,,Overall,Black
KY,Robertson County,803.5,Overall,Black
KY,Rockcastle County,382.1,Overall,Black
KY,Rowan County,,Overall,Black
KY,Russell County,,Overall,Black
KY,Scott County,475.9,Overall,Black
KY,Shelby County,366.2,Overall,Black
KY,Simpson County,437.6,Overall,Black
KY,Spencer County,366.3,Overall,Black
KY,Taylor County,454.6,Overall,Black
KY,Todd County,443.7,Overall,Black
KY,Trigg County,424.3,Overall,Black
KY,Trimble County,394.6,Overall,Black
KY,Union County,355.6,Overall,Black
KY,Warren County,460.7,Overall,Black
KY,Washington County,572.4,Overall,Black
KY,Wayne County,,Overall,Black
KY,Webster County,394.7,Overall,Black
KY,Whitley County,,Overall,Black
KY,Wolfe County,,Overall,Black
KY,Woodford County,416.1,Overall,Black
KY,Adair County,,Male,Black
KY,Allen County,487.3,Male,Black
KY,Anderson County,,Male,Black
KY,Ballard County,665.9,Male,Black
KY,Barren County,789.8,Male,Black
KY,Bath County,,Male,Black
KY,Bell County,,Male,Black
KY,Boone County,461.9,Male,Black
KY,Bourbon County,623.2,Male,Black
KY,Boyd County,,Male,Black
KY,Boyle County,229.4,Male,Black
KY,Bracken County,692.5,Male,Black
KY,Breathitt County,,Male,Black
KY,Breckinridge County,422.2,Male,Black
KY,Bullitt County,492.9,Male,Black
KY,Butler County,,Male,Black
KY,Caldwell County,606,Male,Black
KY,Calloway County,370.1,Male,Black
KY,Campbell County,507.1,Male,Black
KY,Carlisle County,,Male,Black
KY,Carroll County,,Male,Black
KY,Carter County,,Male,Black
KY,Casey County,392.7,Male,Black
KY,Christian County,526.6,Male,Black
KY,Clark County,550.7,Male,Black
KY,Clay County,,Male,Black
KY,Clinton County,,Male,Black
KY,Crittenden County,,Male,Black
KY,Cumberland County,,Male,Black
KY,Daviess County,405.6,Male,Black
KY,Edmonson County,594.6,Male,Black
KY,Elliott County,,Male,Black
KY,Estill County,,Male,Black
KY,Fayette County,537.1,Male,Black
KY,Fleming County,,Male,Black
KY,Floyd County,,Male,Black
KY,Franklin County,532.9,Male,Black
KY,Fulton County,773.7,Male,Black
KY,Gallatin County,,Male,Black
KY,Garrard County,470.2,Male,Black
KY,Grant County,469.9,Male,Black
KY,Graves County,470.7,Male,Black
KY,Grayson County,,Male,Black
KY,Green County,,Male,Black
KY,Greenup County,626.9,Male,Black
KY,Hancock County,,Male,Black
KY,Hardin County,491.6,Male,Black
KY,Harlan County,,Male,Black
KY,Harrison County,1163.3,Male,Black
KY,Hart County,442.3,Male,Black
KY,Henderson County,476.1,Male,Black
KY,Henry County,360.3,Male,Black
KY,Hickman County,874.8,Male,Black
KY,Hopkins County,573.7,Male,Black
KY,Jackson County,,Male,Black
KY,Jefferson County,487.8,Male,Black
KY,Jessamine County,590.5,Male,Black
KY,Johnson County,,Male,Black
KY,Kenton County,552.4,Male,Black
KY,Knott County,,Male,Black
KY,Knox County,,Male,Black
KY,Larue County,468,Male,Black
KY,Laurel County,,Male,Black
KY,Lawrence County,,Male,Black
KY,Lee County,,Male,Black
KY,Leslie County,,Male,Black
KY,Letcher County,,Male,Black
KY,Lewis County,,Male,Black
KY,Lincoln County,,Male,Black
KY,Livingston County,518.6,Male,Black
KY,Logan County,485.9,Male,Black
KY,Lyon County,,Male,Black
KY,McCracken County,397.3,Male,Black
KY,McCreary County,,Male,Black
KY,McLean County,487.6,Male,Black
KY,Madison County,695.6,Male,Black
KY,Magoffin County,,Male,Black
KY,Marion County,645.6,Male,Black
KY,Marshall County,356.5,Male,Black
KY,Martin County,,Male,Black
KY,Mason County,,Male,Black
KY,Meade County,532.7,Male,Black
KY,Menifee County,,Male,Black
KY,Mercer County,381.2,Male,Black
KY,Metcalfe County,,Male,Black
KY,Monroe County,,Male,Black
KY,Montgomery County,,Male,Black
KY,Morgan County,,Male,Black
KY,Muhlenberg County,516.3,Male,Black
KY,Nelson County,437.3,Male,Black
KY,Nicholas County,,Male,Black
KY,Ohio County,462.2,Male,Black
KY,Oldham County,492.9,Male,Black
KY,Owen County,562.2,Male,Black
KY,Owsley County,,Male,Black
KY,Pendleton County,,Male,Black
KY,Perry County,,Male,Black
KY,Pike County,,Male,Black
KY,Powell County,,Male,Black
KY,Pulaski County,,Male,Black
KY,Robertson County,,Male,Black
KY,Rockcastle County,785.5,Male,Black
KY,Rowan County,,Male,Black
KY,Russell County,,Male,Black
KY,Scott County,716.2,Male,Black
KY,Shelby County,489.1,Male,Black
KY,Simpson County,580.8,Male,Black
KY,Spencer County,502.2,Male,Black
KY,Taylor County,629.7,Male,Black
KY,Todd County,539.7,Male,Black
KY,Trigg County,337.1,Male,Black
KY,Trimble County,433.2,Male,Black
KY,Union County,,Male,Black
KY,Warren County,552.1,Male,Black
KY,Washington County,792.9,Male,Black
KY,Wayne County,,Male,Black
KY,Webster County,509.2,Male,Black
KY,Whitley County,,Male,Black
KY,Wolfe County,,Male,Black
KY,Woodford County,581.9,Male,Black
KY,Adair County,,Female,Black
KY,Allen County,333.9,Female,Black
KY,Anderson County,325.1,Female,Black
KY,Ballard County,458.2,Female,Black
KY,Barren County,394.4,Female,Black
KY,Bath County,,Female,Black
KY,Bell County,,Female,Black
KY,Boone County,304,Female,Black
KY,Bourbon County,315.8,Female,Black
KY,Boyd County,,Female,Black
KY,Boyle County,,Female,Black
KY,Bracken County,,Female,Black
KY,Breathitt County,,Female,Black
KY,Breckinridge County,,Female,Black
KY,Bullitt County,272.5,Female,Black
KY,Butler County,383.2,Female,Black
KY,Caldwell County,359.3,Female,Black
KY,Calloway County,461.7,Female,Black
KY,Campbell County,302.8,Female,Black
KY,Carlisle County,454.5,Female,Black
KY,Carroll County,,Female,Black
KY,Carter County,,Female,Black
KY,Casey County,,Female,Black
KY,Christian County,381.5,Female,Black
KY,Clark County,310,Female,Black
KY,Clay County,,Female,Black
KY,Clinton County,,Female,Black
KY,Crittenden County,,Female,Black
KY,Cumberland County,,Female,Black
KY,Daviess County,272.8,Female,Black
KY,Edmonson County,390.3,Female,Black
KY,Elliott County,,Female,Black
KY,Estill County,,Female,Black
KY,Fayette County,323.3,Female,Black
KY,Fleming County,,Female,Black
KY,Floyd County,,Female,Black
KY,Franklin County,331.7,Female,Black
KY,Fulton County,423.6,Female,Black
KY,Gallatin County,,Female,Black
KY,Garrard County,277.6,Female,Black
KY,Grant County,357.6,Female,Black
KY,Graves County,408.6,Female,Black
KY,Grayson County,242.5,Female,Black
KY,Green County,,Female,Black
KY,Greenup County,,Female,Black
KY,Hancock County,,Female,Black
KY,Hardin County,273.5,Female,Black
KY,Harlan County,,Female,Black
KY,Harrison County,,Female,Black
KY,Hart County,275,Female,Black
KY,Henderson County,287.6,Female,Black
KY,Henry County,307.8,Female,Black
KY,Hickman County,500.6,Female,Black
KY,Hopkins County,362.2,Female,Black
KY,Jackson County,,Female,Black
KY,Jefferson County,277.2,Female,Black
KY,Jessamine County,316.4,Female,Black
KY,Johnson County,,Female,Black
KY,Kenton County,303.8,Female,Black
KY,Knott County,,Female,Black
KY,Knox County,,Female,Black
KY,Larue County,260.6,Female,Black
KY,Laurel County,,Female,Black
KY,Lawrence County,,Female,Black
KY,Lee County,,Female,Black
KY,Leslie County,,Female,Black
KY,Letcher County,,Female,Black
KY,Lewis County,,Female,Black
KY,Lincoln County,,Female,Black
KY,Livingston County,329.3,Female,Black
KY,Logan County,357,Female,Black
KY,Lyon County,,Female,Black
KY,McCracken County,437.3,Female,Black
KY,McCreary County,,Female,Black
KY,McLean County,298.9,Female,Black
KY,Kentucky,497.9,Male,White
KY,Madison County,319.7,Female,Black
KY,Magoffin County,,Female,Black
KY,Marion County,271.8,Female,Black
KY,Marshall County,409.4,Female,Black
KY,Martin County,,Female,Black
KY,Mason County,,Female,Black
KY,Meade County,,Female,Black
KY,Menifee County,,Female,Black
KY,Mercer County,322.9,Female,Black
KY,Metcalfe County,385.5,Female,Black
KY,Monroe County,,Female,Black
KY,Montgomery County,,Female,Black
KY,Morgan County,,Female,Black
KY,Muhlenberg County,343.6,Female,Black
KY,Nelson County,278.1,Female,Black
KY,Nicholas County,,Female,Black
KY,Ohio County,,Female,Black
KY,Oldham County,279.1,Female,Black
KY,Owen County,,Female,Black
KY,Owsley County,,Female,Black
KY,Pendleton County,,Female,Black
KY,Perry County,,Female,Black
KY,Kentucky,309.2,Female,White
KY,Pike County,,Female,Black
KY,Powell County,,Female,Black
KY,Pulaski County,,Female,Black
KY,Robertson County,,Female,Black
KY,Rockcastle County,,Female,Black
KY,Rowan County,,Female,Black
KY,Russell County,,Female,Black
KY,Scott County,313.4,Female,Black
KY,Shelby County,275.7,Female,Black
KY,Simpson County,335.6,Female,Black
KY,Spencer County,276.3,Female,Black
KY,Taylor County,,Female,Black
KY,Todd County,372.3,Female,Black
KY,Trigg County,370.5,Female,Black
KY,Trimble County,321.9,Female,Black
KY,Union County,,Female,Black
KY,Warren County,368.5,Female,Black
KY,Washington County,270.2,Female,Black
KY,Wayne County,,Female,Black
KY,Webster County,331.1,Female,Black
KY,Whitley County,,Female,Black
KY,Wolfe County,,Female,Black
KY,Woodford County,314.8,Female,Black
KY,Adair County,,Overall,Hispanic
KY,Allen County,,Overall,Hispanic
KY,Anderson County,,Overall,Hispanic
KY,Ballard County,,Overall,Hispanic
KY,Barren County,,Overall,Hispanic
KY,Bath County,,Overall,Hispanic
KY,Bell County,,Overall,Hispanic
KY,Boone County,,Overall,Hispanic
KY,Bourbon County,,Overall,Hispanic
KY,Boyd County,,Overall,Hispanic
KY,Boyle County,,Overall,Hispanic
KY,Bracken County,,Overall,Hispanic
KY,Breathitt County,,Overall,Hispanic
KY,Breckinridge County,,Overall,Hispanic
KY,Bullitt County,125.5,Overall,Hispanic
KY,Butler County,,Overall,Hispanic
KY,Caldwell County,,Overall,Hispanic
KY,Calloway County,,Overall,Hispanic
KY,Campbell County,,Overall,Hispanic
KY,Carlisle County,,Overall,Hispanic
KY,Carroll County,,Overall,Hispanic
KY,Carter County,,Overall,Hispanic
KY,Casey County,,Overall,Hispanic
KY,Christian County,,Overall,Hispanic
KY,Clark County,,Overall,Hispanic
KY,Clay County,,Overall,Hispanic
KY,Clinton County,,Overall,Hispanic
KY,Crittenden County,,Overall,Hispanic
KY,Cumberland County,,Overall,Hispanic
KY,Daviess County,,Overall,Hispanic
KY,Edmonson County,,Overall,Hispanic
KY,Elliott County,,Overall,Hispanic
KY,Estill County,,Overall,Hispanic
KY,Fayette County,122.3,Overall,Hispanic
KY,Fleming County,,Overall,Hispanic
KY,Floyd County,,Overall,Hispanic
KY,Franklin County,,Overall,Hispanic
KY,Fulton County,,Overall,Hispanic
KY,Gallatin County,,Overall,Hispanic
KY,Garrard County,,Overall,Hispanic
KY,Grant County,,Overall,Hispanic
KY,Graves County,,Overall,Hispanic
KY,Grayson County,,Overall,Hispanic
KY,Green County,,Overall,Hispanic
KY,Greenup County,,Overall,Hispanic
KY,Hancock County,,Overall,Hispanic
KY,Hardin County,123.1,Overall,Hispanic
KY,Harlan County,,Overall,Hispanic
KY,Harrison County,,Overall,Hispanic
KY,Hart County,,Overall,Hispanic
KY,Henderson County,,Overall,Hispanic
KY,Henry County,,Overall,Hispanic
KY,Hickman County,,Overall,Hispanic
KY,Hopkins County,,Overall,Hispanic
KY,Jackson County,,Overall,Hispanic
KY,Jefferson County,121.4,Overall,Hispanic
KY,Jessamine County,,Overall,Hispanic
KY,Johnson County,,Overall,Hispanic
KY,Kenton County,,Overall,Hispanic
KY,Knott County,,Overall,Hispanic
KY,Knox County,,Overall,Hispanic
KY,Larue County,,Overall,Hispanic
KY,Laurel County,,Overall,Hispanic
KY,Lawrence County,,Overall,Hispanic
KY,Lee County,,Overall,Hispanic
KY,Leslie County,,Overall,Hispanic
KY,Letcher County,,Overall,Hispanic
KY,Lewis County,,Overall,Hispanic
KY,Lincoln County,,Overall,Hispanic
KY,Livingston County,,Overall,Hispanic
KY,Logan County,,Overall,Hispanic
KY,Lyon County,,Overall,Hispanic
KY,McCracken County,,Overall,Hispanic
KY,McCreary County,,Overall,Hispanic
KY,McLean County,,Overall,Hispanic
KY,Madison County,,Overall,Hispanic
KY,Magoffin County,,Overall,Hispanic
KY,Marion County,,Overall,Hispanic
KY,Marshall County,,Overall,Hispanic
KY,Martin County,,Overall,Hispanic
KY,Mason County,,Overall,Hispanic
KY,Meade County,,Overall,Hispanic
KY,Menifee County,,Overall,Hispanic
KY,Mercer County,,Overall,Hispanic
KY,Metcalfe County,,Overall,Hispanic
KY,Monroe County,,Overall,Hispanic
KY,Montgomery County,,Overall,Hispanic
KY,Morgan County,,Overall,Hispanic
KY,Muhlenberg County,,Overall,Hispanic
KY,Nelson County,,Overall,Hispanic
KY,Nicholas County,,Overall,Hispanic
KY,Ohio County,,Overall,Hispanic
KY,Oldham County,79.4,Overall,Hispanic
KY,Owen County,,Overall,Hispanic
KY,Owsley County,,Overall,Hispanic
KY,Pendleton County,,Overall,Hispanic
KY,Perry County,,Overall,Hispanic
KY,Pike County,,Overall,Hispanic
KY,Powell County,,Overall,Hispanic
KY,Pulaski County,,Overall,Hispanic
KY,Robertson County,,Overall,Hispanic
KY,Rockcastle County,,Overall,Hispanic
KY,Rowan County,,Overall,Hispanic
KY,Russell County,,Overall,Hispanic
KY,Scott County,,Overall,Hispanic
KY,Shelby County,84.6,Overall,Hispanic
KY,Simpson County,,Overall,Hispanic
KY,Spencer County,110.7,Overall,Hispanic
KY,Taylor County,,Overall,Hispanic
KY,Todd County,,Overall,Hispanic
KY,Trigg County,,Overall,Hispanic
KY,Trimble County,,Overall,Hispanic
KY,Union County,,Overall,Hispanic
KY,Warren County,52.3,Overall,Hispanic
KY,Washington County,,Overall,Hispanic
KY,Wayne County,,Overall,Hispanic
KY,Webster County,,Overall,Hispanic
KY,Whitley County,,Overall,Hispanic
KY,Wolfe County,,Overall,Hispanic
KY,Woodford County,,Overall,Hispanic
KY,Adair County,,Male,Hispanic
KY,Allen County,,Male,Hispanic
KY,Anderson County,,Male,Hispanic
KY,Ballard County,,Male,Hispanic
KY,Barren County,,Male,Hispanic
KY,Bath County,,Male,Hispanic
KY,Bell County,,Male,Hispanic
KY,Boone County,,Male,Hispanic
KY,Bourbon County,,Male,Hispanic
KY,Boyd County,,Male,Hispanic
KY,Boyle County,,Male,Hispanic
KY,Bracken County,,Male,Hispanic
KY,Breathitt County,,Male,Hispanic
KY,Breckinridge County,,Male,Hispanic
KY,Bullitt County,135.1,Male,Hispanic
KY,Butler County,,Male,Hispanic
KY,Caldwell County,,Male,Hispanic
KY,Calloway County,,Male,Hispanic
KY,Campbell County,,Male,Hispanic
KY,Carlisle County,,Male,Hispanic
KY,Carroll County,,Male,Hispanic
KY,Carter County,,Male,Hispanic
KY,Casey County,,Male,Hispanic
KY,Christian County,,Male,Hispanic
KY,Clark County,,Male,Hispanic
KY,Clay County,,Male,Hispanic
KY,Clinton County,,Male,Hispanic
KY,Crittenden County,,Male,Hispanic
KY,Cumberland County,,Male,Hispanic
KY,Daviess County,,Male,Hispanic
KY,Edmonson County,,Male,Hispanic
KY,Elliott County,,Male,Hispanic
KY,Estill County,,Male,Hispanic
KY,Fayette County,200.9,Male,Hispanic
KY,Fleming County,,Male,Hispanic
KY,Floyd County,,Male,Hispanic
KY,Franklin County,,Male,Hispanic
KY,Fulton County,,Male,Hispanic
KY,Gallatin County,,Male,Hispanic
KY,Garrard County,,Male,Hispanic
KY,Grant County,,Male,Hispanic
KY,Graves County,,Male,Hispanic
KY,Grayson County,,Male,Hispanic
KY,Green County,,Male,Hispanic
KY,Greenup County,,Male,Hispanic
KY,Hancock County,,Male,Hispanic
KY,Hardin County,175,Male,Hispanic
KY,Harlan County,,Male,Hispanic
KY,Harrison County,,Male,Hispanic
KY,Hart County,,Male,Hispanic
KY,Henderson County,,Male,Hispanic
KY,Henry County,,Male,Hispanic
KY,Hickman County,,Male,Hispanic
KY,Hopkins County,,Male,Hispanic
KY,Jackson County,,Male,Hispanic
KY,Jefferson County,133.7,Male,Hispanic
KY,Jessamine County,,Male,Hispanic
KY,Johnson County,,Male,Hispanic
KY,Kenton County,,Male,Hispanic
KY,Knott County,,Male,Hispanic
KY,Knox County,,Male,Hispanic
KY,Larue County,,Male,Hispanic
KY,Laurel County,,Male,Hispanic
KY,Lawrence County,,Male,Hispanic
KY,Lee County,,Male,Hispanic
KY,Leslie County,,Male,Hispanic
KY,Letcher County,,Male,Hispanic
KY,Lewis County,,Male,Hispanic
KY,Lincoln County,,Male,Hispanic
KY,Livingston County,,Male,Hispanic
KY,Logan County,,Male,Hispanic
KY,Lyon County,,Male,Hispanic
KY,McCracken County,,Male,Hispanic
KY,McCreary County,,Male,Hispanic
KY,McLean County,,Male,Hispanic
KY,Madison County,,Male,Hispanic
KY,Magoffin County,,Male,Hispanic
KY,Marion County,,Male,Hispanic
KY,Marshall County,,Male,Hispanic
KY,Martin County,,Male,Hispanic
KY,Mason County,,Male,Hispanic
KY,Meade County,,Male,Hispanic
KY,Menifee County,,Male,Hispanic
KY,Mercer County,,Male,Hispanic
KY,Metcalfe County,,Male,Hispanic
KY,Monroe County,,Male,Hispanic
KY,Montgomery County,,Male,Hispanic
KY,Morgan County,,Male,Hispanic
KY,Muhlenberg County,,Male,Hispanic
KY,Nelson County,,Male,Hispanic
KY,Nicholas County,,Male,Hispanic
KY,Ohio County,,Male,Hispanic
KY,Oldham County,,Male,Hispanic
KY,Owen County,,Male,Hispanic
KY,Owsley County,,Male,Hispanic
KY,Pendleton County,,Male,Hispanic
KY,Perry County,,Male,Hispanic
KY,Pike County,,Male,Hispanic
KY,Powell County,,Male,Hispanic
KY,Pulaski County,,Male,Hispanic
KY,Robertson County,,Male,Hispanic
KY,Rockcastle County,,Male,Hispanic
KY,Rowan County,,Male,Hispanic
KY,Russell County,,Male,Hispanic
KY,Scott County,,Male,Hispanic
KY,Shelby County,,Male,Hispanic
KY,Simpson County,,Male,Hispanic
KY,Spencer County,,Male,Hispanic
KY,Taylor County,,Male,Hispanic
KY,Todd County,,Male,Hispanic
KY,Trigg County,,Male,Hispanic
KY,Trimble County,,Male,Hispanic
KY,Union County,,Male,Hispanic
KY,Warren County,,Male,Hispanic
KY,Washington County,,Male,Hispanic
KY,Wayne County,,Male,Hispanic
KY,Webster County,,Male,Hispanic
KY,Whitley County,,Male,Hispanic
KY,Wolfe County,,Male,Hispanic
KY,Woodford County,,Male,Hispanic
KY,Adair County,,Female,Hispanic
KY,Allen County,,Female,Hispanic
KY,Anderson County,,Female,Hispanic
KY,Ballard County,,Female,Hispanic
KY,Barren County,,Female,Hispanic
KY,Bath County,,Female,Hispanic
KY,Bell County,,Female,Hispanic
KY,Boone County,,Female,Hispanic
KY,Bourbon County,,Female,Hispanic
KY,Boyd County,,Female,Hispanic
KY,Boyle County,,Female,Hispanic
KY,Bracken County,,Female,Hispanic
KY,Breathitt County,,Female,Hispanic
KY,Breckinridge County,,Female,Hispanic
KY,Bullitt County,,Female,Hispanic
KY,Butler County,,Female,Hispanic
KY,Caldwell County,,Female,Hispanic
KY,Calloway County,,Female,Hispanic
KY,Campbell County,,Female,Hispanic
KY,Carlisle County,,Female,Hispanic
KY,Carroll County,,Female,Hispanic
KY,Carter County,,Female,Hispanic
KY,Casey County,,Female,Hispanic
KY,Christian County,,Female,Hispanic
KY,Clark County,,Female,Hispanic
KY,Clay County,,Female,Hispanic
KY,Clinton County,,Female,Hispanic
KY,Crittenden County,,Female,Hispanic
KY,Cumberland County,,Female,Hispanic
KY,Daviess County,,Female,Hispanic
KY,Edmonson County,,Female,Hispanic
KY,Elliott County,,Female,Hispanic
KY,Estill County,,Female,Hispanic
KY,Fayette County,64.2,Female,Hispanic
KY,Fleming County,,Female,Hispanic
KY,Floyd County,,Female,Hispanic
KY,Franklin County,,Female,Hispanic
KY,Fulton County,,Female,Hispanic
KY,Gallatin County,,Female,Hispanic
KY,Garrard County,,Female,Hispanic
KY,Grant County,,Female,Hispanic
KY,Graves County,,Female,Hispanic
KY,Grayson County,,Female,Hispanic
KY,Green County,,Female,Hispanic
KY,Greenup County,,Female,Hispanic
KY,Hancock County,,Female,Hispanic
KY,Hardin County,,Female,Hispanic
KY,Harlan County,,Female,Hispanic
KY,Harrison County,,Female,Hispanic
KY,Hart County,,Female,Hispanic
KY,Henderson County,,Female,Hispanic
KY,Henry County,,Female,Hispanic
KY,Hickman County,,Female,Hispanic
KY,Hopkins County,,Female,Hispanic
KY,Jackson County,,Female,Hispanic
KY,Jefferson County,105.4,Female,Hispanic
KY,Jessamine County,,Female,Hispanic
KY,Johnson County,,Female,Hispanic
KY,Kenton County,,Female,Hispanic
KY,Knott County,,Female,Hispanic
KY,Knox County,,Female,Hispanic
KY,Larue County,,Female,Hispanic
KY,Laurel County,,Female,Hispanic
KY,Lawrence County,,Female,Hispanic
KY,Lee County,,Female,Hispanic
KY,Leslie County,,Female,Hispanic
KY,Letcher County,,Female,Hispanic
KY,Lewis County,,Female,Hispanic
KY,Lincoln County,,Female,Hispanic
KY,Livingston County,,Female,Hispanic
KY,Logan County,,Female,Hispanic
KY,Lyon County,,Female,Hispanic
KY,McCracken County,,Female,Hispanic
KY,McCreary County,,Female,Hispanic
KY,McLean County,,Female,Hispanic
KY,Madison County,,Female,Hispanic
KY,Magoffin County,,Female,Hispanic
KY,Marion County,,Female,Hispanic
KY,Marshall County,,Female,Hispanic
KY,Martin County,,Female,Hispanic
KY,Mason County,,Female,Hispanic
KY,Meade County,,Female,Hispanic
KY,Menifee County,,Female,Hispanic
KY,Mercer County,,Female,Hispanic
KY,Metcalfe County,,Female,Hispanic
KY,Monroe County,,Female,Hispanic
KY,Montgomery County,,Female,Hispanic
KY,Morgan County,,Female,Hispanic
KY,Muhlenberg County,,Female,Hispanic
KY,Nelson County,,Female,Hispanic
KY,Nicholas County,,Female,Hispanic
KY,Ohio County,,Female,Hispanic
KY,Oldham County,,Female,Hispanic
KY,Owen County,,Female,Hispanic
KY,Owsley County,,Female,Hispanic
KY,Pendleton County,,Female,Hispanic
KY,Perry County,,Female,Hispanic
KY,Pike County,,Female,Hispanic
KY,Powell County,,Female,Hispanic
KY,Pulaski County,,Female,Hispanic
KY,Robertson County,,Female,Hispanic
KY,Rockcastle County,,Female,Hispanic
KY,Rowan County,,Female,Hispanic
KY,Russell County,,Female,Hispanic
KY,Scott County,,Female,Hispanic
KY,Shelby County,,Female,Hispanic
KY,Simpson County,,Female,Hispanic
KY,Spencer County,,Female,Hispanic
KY,Taylor County,,Female,Hispanic
KY,Todd County,,Female,Hispanic
KY,Trigg County,,Female,Hispanic
KY,Trimble County,,Female,Hispanic
KY,Union County,,Female,Hispanic
