Loc Abbr,Loc Desc,Heart Disease Mortality per 100k,Gender,Race/Ethnicity
SD,Tripp County,,Female,Asian and Pacific Islander
SD,Turner County,,Female,Asian and Pacific Islander
SD,Union County,,Female,Asian and Pacific Islander
SD,Walworth County,,Female,Asian and Pacific Islander
SD,Yankton County,,Female,Asian and Pacific Islander
SD,Ziebach County,,Female,Asian and Pacific Islander
SD,Aurora County,,Overall,American Indian and Alaskan Native
SD,Beadle County,,Overall,American Indian and Alaskan Native
SD,Bennett County,436.6,Overall,American Indian and Alaskan Native
SD,Bon Homme County,380.5,Overall,American Indian and Alaskan Native
SD,Brookings County,,Overall,American Indian and Alaskan Native
SD,Brown County,,Overall,American Indian and Alaskan Native
SD,Brule County,427.9,Overall,American Indian and Alaskan Native
SD,Buffalo County,,Overall,American Indian and Alaskan Native
SD,Butte County,,Overall,American Indian and Alaskan Native
SD,Campbell County,930,Overall,American Indian and Alaskan Native
SD,Charles Mix County,400.8,Overall,American Indian and Alaskan Native
SD,Clark County,,Overall,American Indian and Alaskan Native
SD,Clay County,,Overall,American Indian and Alaskan Native
SD,Codington County,,Overall,American Indian and Alaskan Native
SD,Corson County,732.8,Overall,American Indian and Alaskan Native
SD,Custer County,535,Overall,American Indian and Alaskan Native
SD,Davison County,,Overall,American Indian and Alaskan Native
SD,Day County,,Overall,American Indian and Alaskan Native
SD,Deuel County,,Overall,American Indian and Alaskan Native
SD,Dewey County,583.1,Overall,American Indian and Alaskan Native
SD,Douglas County,,Overall,American Indian and Alaskan Native
SD,Edmunds County,,Overall,American Indian and Alaskan Native
SD,Fall River County,490.8,Overall,American Indian and Alaskan Native
SD,Faulk County,,Overall,American Indian and Alaskan Native
SD,Grant County,,Overall,American Indian and Alaskan Native
SD,Gregory County,443.7,Overall,American Indian and Alaskan Native
SD,Haakon County,560.9,Overall,American Indian and Alaskan Native
SD,Hamlin County,,Overall,American Indian and Alaskan Native
SD,Hand County,,Overall,American Indian and Alaskan Native
SD,Hanson County,,Overall,American Indian and Alaskan Native
SD,Harding County,,Overall,American Indian and Alaskan Native
SD,Hughes County,,Overall,American Indian and Alaskan Native
SD,Hutchinson County,458.7,Overall,American Indian and Alaskan Native
SD,Hyde County,,Overall,American Indian and Alaskan Native
SD,Jackson County,501.4,Overall,American Indian and Alaskan Native
SD,Jerauld County,,Overall,American Indian and Alaskan Native
SD,Jones County,511.9,Overall,American Indian and Alaskan Native
SD,Kingsbury County,,Overall,American Indian and Alaskan Native
SD,Lake County,,Overall,American Indian and Alaskan Native
SD,Lawrence County,519.5,Overall,American Indian and Alaskan Native
SD,Lincoln County,,Overall,American Indian and Alaskan Native
SD,Lyman County,397.9,Overall,American Indian and Alaskan Native
SD,McCook County,,Overall,American Indian and Alaskan Native
SD,McPherson County,,Overall,American Indian and Alaskan Native
SD,Marshall County,,Overall,American Indian and Alaskan Native
SD,Meade County,506.5,Overall,American Indian and Alaskan Native
SD,Mellette County,421.2,Overall,American Indian and Alaskan Native
SD,Miner County,,Overall,American Indian and Alaskan Native
SD,Minnehaha County,630.9,Overall,American Indian and Alaskan Native
SD,Moody County,,Overall,American Indian and Alaskan Native
SD,Pennington County,542.5,Overall,American Indian and Alaskan Native
SD,Perkins County,766.9,Overall,American Indian and Alaskan Native
SD,Potter County,608.8,Overall,American Indian and Alaskan Native
SD,Roberts County,,Overall,American Indian and Alaskan Native
SD,Sanborn County,,Overall,American Indian and Alaskan Native
SD,Shannon County,515.7,Overall,American Indian and Alaskan Native
SD,Spink County,,Overall,American Indian and Alaskan Native
SD,Stanley County,474.7,Overall,American Indian and Alaskan Native
SD,Sully County,516.6,Overall,American Indian and Alaskan Native
SD,Todd County,401.9,Overall,American Indian and Alaskan Native
SD,Tripp County,369.6,Overall,American Indian and Alaskan Native
SD,Turner County,,Overall,American Indian and Alaskan Native
SD,Union County,,Overall,American Indian and Alaskan Native
SD,Walworth County,654.9,Overall,American Indian and Alaskan Native
SD,Yankton County,,Overall,American Indian and Alaskan Native
SD,Ziebach County,563.7,Overall,American Indian and Alaskan Native
SD,Aurora County,,Male,American Indian and Alaskan Native
SD,Beadle County,,Male,American Indian and Alaskan Native
SD,Bennett County,531.6,Male,American Indian and Alaskan Native
SD,Bon Homme County,,Male,American Indian and Alaskan Native
SD,Brookings County,,Male,American Indian and Alaskan Native
SD,Brown County,,Male,American Indian and Alaskan Native
SD,Brule County,620.2,Male,American Indian and Alaskan Native
SD,Buffalo County,,Male,American Indian and Alaskan Native
SD,Butte County,,Male,American Indian and Alaskan Native
SD,Campbell County,1503.2,Male,American Indian and Alaskan Native
SD,Charles Mix County,,Male,American Indian and Alaskan Native
SD,Clark County,,Male,American Indian and Alaskan Native
SD,Clay County,,Male,American Indian and Alaskan Native
SD,Codington County,,Male,American Indian and Alaskan Native
SD,Corson County,1160.4,Male,American Indian and Alaskan Native
SD,Custer County,692.6,Male,American Indian and Alaskan Native
SD,Davison County,,Male,American Indian and Alaskan Native
SD,Day County,,Male,American Indian and Alaskan Native
SD,Deuel County,,Male,American Indian and Alaskan Native
SD,Dewey County,869.7,Male,American Indian and Alaskan Native
SD,Douglas County,,Male,American Indian and Alaskan Native
SD,Edmunds County,,Male,American Indian and Alaskan Native
SD,Fall River County,702.4,Male,American Indian and Alaskan Native
SD,Faulk County,,Male,American Indian and Alaskan Native
SD,Grant County,,Male,American Indian and Alaskan Native
SD,Gregory County,,Male,American Indian and Alaskan Native
SD,Haakon County,707,Male,American Indian and Alaskan Native
SD,Hamlin County,,Male,American Indian and Alaskan Native
SD,Hand County,,Male,American Indian and Alaskan Native
SD,Hanson County,,Male,American Indian and Alaskan Native
SD,Harding County,,Male,American Indian and Alaskan Native
SD,Hughes County,,Male,American Indian and Alaskan Native
SD,Hutchinson County,,Male,American Indian and Alaskan Native
SD,Hyde County,,Male,American Indian and Alaskan Native
SD,Jackson County,668.4,Male,American Indian and Alaskan Native
SD,Jerauld County,,Male,American Indian and Alaskan Native
SD,Jones County,,Male,American Indian and Alaskan Native
SD,Kingsbury County,,Male,American Indian and Alaskan Native
SD,Lake County,,Male,American Indian and Alaskan Native
SD,Lawrence County,556.2,Male,American Indian and Alaskan Native
SD,Lincoln County,,Male,American Indian and Alaskan Native
SD,Lyman County,,Male,American Indian and Alaskan Native
SD,McCook County,,Male,American Indian and Alaskan Native
SD,McPherson County,,Male,American Indian and Alaskan Native
SD,Marshall County,,Male,American Indian and Alaskan Native
SD,Meade County,547.7,Male,American Indian and Alaskan Native
SD,Mellette County,578.3,Male,American Indian and Alaskan Native
SD,Miner County,,Male,American Indian and Alaskan Native
SD,Minnehaha County,,Male,American Indian and Alaskan Native
SD,Moody County,,Male,American Indian and Alaskan Native
SD,Pennington County,669.7,Male,American Indian and Alaskan Native
SD,Perkins County,1042,Male,American Indian and Alaskan Native
SD,Potter County,,Male,American Indian and Alaskan Native
SD,Roberts County,,Male,American Indian and Alaskan Native
SD,Sanborn County,,Male,American Indian and Alaskan Native
SD,Shannon County,699.4,Male,American Indian and Alaskan Native
SD,Spink County,,Male,American Indian and Alaskan Native
SD,Stanley County,,Male,American Indian and Alaskan Native
SD,Sully County,,Male,American Indian and Alaskan Native
SD,Todd County,623.8,Male,American Indian and Alaskan Native
SD,Tripp County,519.2,Male,American Indian and Alaskan Native
SD,Turner County,,Male,American Indian and Alaskan Native
SD,Union County,,Male,American Indian and Alaskan Native
SD,Walworth County,1001,Male,American Indian and Alaskan Native
SD,Yankton County,,Male,American Indian and Alaskan Native
SD,Ziebach County,692.5,Male,American Indian and Alaskan Native
SD,Aurora County,,Female,American Indian and Alaskan Native
SD,Beadle County,,Female,American Indian and Alaskan Native
SD,Bennett County,257.7,Female,American Indian and Alaskan Native
SD,Bon Homme County,,Female,American Indian and Alaskan Native
SD,Brookings County,,Female,American Indian and Alaskan Native
SD,Brown County,,Female,American Indian and Alaskan Native
SD,Brule County,,Female,American Indian and Alaskan Native
SD,Buffalo County,,Female,American Indian and Alaskan Native
SD,Butte County,,Female,American Indian and Alaskan Native
SD,Campbell County,,Female,American Indian and Alaskan Native
SD,Charles Mix County,,Female,American Indian and Alaskan Native
SD,Clark County,,Female,American Indian and Alaskan Native
SD,Clay County,,Female,American Indian and Alaskan Native
SD,Codington County,,Female,American Indian and Alaskan Native
SD,Corson County,403.9,Female,American Indian and Alaskan Native
SD,Custer County,,Female,American Indian and Alaskan Native
SD,Davison County,,Female,American Indian and Alaskan Native
SD,Day County,,Female,American Indian and Alaskan Native
SD,Deuel County,,Female,American Indian and Alaskan Native
SD,Dewey County,,Female,American Indian and Alaskan Native
SD,Douglas County,,Female,American Indian and Alaskan Native
SD,Edmunds County,,Female,American Indian and Alaskan Native
SD,Fall River County,,Female,American Indian and Alaskan Native
SD,Faulk County,,Female,American Indian and Alaskan Native
SD,Grant County,,Female,American Indian and Alaskan Native
SD,Gregory County,,Female,American Indian and Alaskan Native
SD,Haakon County,418.1,Female,American Indian and Alaskan Native
SD,Hamlin County,,Female,American Indian and Alaskan Native
SD,Hand County,,Female,American Indian and Alaskan Native
SD,Hanson County,,Female,American Indian and Alaskan Native
SD,Harding County,,Female,American Indian and Alaskan Native
SD,Hughes County,,Female,American Indian and Alaskan Native
SD,Hutchinson County,,Female,American Indian and Alaskan Native
SD,Hyde County,,Female,American Indian and Alaskan Native
SD,Jackson County,314.9,Female,American Indian and Alaskan Native
SD,Jerauld County,,Female,American Indian and Alaskan Native
SD,Jones County,,Female,American Indian and Alaskan Native
SD,Kingsbury County,,Female,American Indian and Alaskan Native
SD,Lake County,,Female,American Indian and Alaskan Native
SD,Lawrence County,415.6,Female,American Indian and Alaskan Native
SD,Lincoln County,,Female,American Indian and Alaskan Native
SD,Lyman County,,Female,American Indian and Alaskan Native
SD,McCook County,,Female,American Indian and Alaskan Native
SD,McPherson County,,Female,American Indian and Alaskan Native
SD,Marshall County,,Female,American Indian and Alaskan Native
SD,Meade County,412.3,Female,American Indian and Alaskan Native
SD,Mellette County,,Female,American Indian and Alaskan Native
SD,Miner County,,Female,American Indian and Alaskan Native
SD,Minnehaha County,,Female,American Indian and Alaskan Native
SD,Moody County,,Female,American Indian and Alaskan Native
SD,Pennington County,390.2,Female,American Indian and Alaskan Native
SD,Perkins County,,Female,American Indian and Alaskan Native
SD,Potter County,,Female,American Indian and Alaskan Native
SD,Roberts County,,Female,American Indian and Alaskan Native
SD,Sanborn County,,Female,American Indian and Alaskan Native
SD,Shannon County,357.8,Female,American Indian and Alaskan Native
SD,Spink County,,Female,American Indian and Alaskan Native
SD,Stanley County,,Female,American Indian and Alaskan Native
SD,Sully County,,Female,American Indian and Alaskan Native
SD,Todd County,,Female,American Indian and Alaskan Native
SD,Tripp County,,Female,American Indian and Alaskan Native
SD,Turner County,,Female,American Indian and Alaskan Native
SD,Union County,,Female,American Indian and Alaskan Native
SD,Walworth County,,Female,American Indian and Alaskan Native
SD,Yankton County,,Female,American Indian and Alaskan Native
SD,Ziebach County,386.6,Female,American Indian and Alaskan Native
SD,South Dakota,294.3,Overall,Overall
SD,South Dakota,386.8,Male,Overall
SD,South Dakota,219.4,Female,Overall
SD,South Dakota,290,Overall,White
SD,South Dakota,381.3,Male,White
SD,South Dakota,216.8,Female,White
SD,South Dakota,,Overall,Black
SD,South Dakota,,Male,Black
SD,South Dakota,,Female,Black
SD,South Dakota,113,Overall,Hispanic
SD,South Dakota,,Male,Hispanic
SD,South Dakota,,Female,Hispanic
SD,South Dakota,,Overall,Asian and Pacific Islander
SD,South Dakota,,Male,Asian and Pacific Islander
SD,South Dakota,,Female,Asian and Pacific Islander
SD,South Dakota,430.1,Overall,American Indian and Alaskan Native
SD,South Dakota,581.3,Male,American Indian and Alaskan Native
SD,South Dakota,309.4,Female,American Indian and Alaskan Native
TN,Anderson County,374.4,Overall,Overall
TN,Bedford County,426.4,Overall,Overall
TN,Benton County,509.4,Overall,Overall
TN,Bledsoe County,401.7,Overall,Overall
TN,Blount County,260.6,Overall,Overall
TN,Bradley County,482.6,Overall,Overall
TN,Campbell County,437.5,Overall,Overall
TN,Cannon County,479.7,Overall,Overall
TN,Carroll County,615.3,Overall,Overall
TN,Carter County,384.3,Overall,Overall
TN,Cheatham County,397.3,Overall,Overall
TN,Chester County,408.4,Overall,Overall
TN,Claiborne County,482.2,Overall,Overall
TN,Clay County,463.9,Overall,Overall
TN,Cocke County,576.6,Overall,Overall
TN,Coffee County,470.6,Overall,Overall
TN,Crockett County,610.4,Overall,Overall
TN,Cumberland County,361.3,Overall,Overall
TN,Davidson County,372.7,Overall,Overall
TN,Decatur County,514.9,Overall,Overall
TN,DeKalb County,505.8,Overall,Overall
TN,Dickson County,431.7,Overall,Overall
TN,Dyer County,481.9,Overall,Overall
TN,Fayette County,395.2,Overall,Overall
TN,Fentress County,470.6,Overall,Overall
TN,Franklin County,417.8,Overall,Overall
TN,Gibson County,485,Overall,Overall
TN,Giles County,451.7,Overall,Overall
TN,Grainger County,379.8,Overall,Overall
TN,Greene County,481.6,Overall,Overall
TN,Grundy County,519.4,Overall,Overall
TN,Hamblen County,372.1,Overall,Overall
TN,Hamilton County,359.5,Overall,Overall
TN,Hancock County,433.9,Overall,Overall
TN,Hardeman County,425.6,Overall,Overall
TN,Hardin County,679.2,Overall,Overall
TN,Hawkins County,429.3,Overall,Overall
TN,Haywood County,440.3,Overall,Overall
TN,Henderson County,492.8,Overall,Overall
TN,Henry County,492.5,Overall,Overall
TN,Hickman County,310.9,Overall,Overall
TN,Houston County,397.4,Overall,Overall
TN,Humphreys County,476.4,Overall,Overall
TN,Jackson County,491.9,Overall,Overall
TN,Jefferson County,374.9,Overall,Overall
TN,Johnson County,337.5,Overall,Overall
TN,Knox County,337.9,Overall,Overall
TN,Lake County,583.3,Overall,Overall
TN,Lauderdale County,561.4,Overall,Overall
TN,Lawrence County,473.9,Overall,Overall
TN,Lewis County,518,Overall,Overall
TN,Lincoln County,454.3,Overall,Overall
TN,Loudon County,280.7,Overall,Overall
TN,McMinn County,446.4,Overall,Overall
TN,McNairy County,578.8,Overall,Overall
TN,Macon County,537.2,Overall,Overall
TN,Madison County,398.3,Overall,Overall
TN,Marion County,462.5,Overall,Overall
TN,Marshall County,468.6,Overall,Overall
TN,Maury County,328.7,Overall,Overall
TN,Meigs County,385.2,Overall,Overall
TN,Monroe County,359,Overall,Overall
TN,Montgomery County,370.8,Overall,Overall
TN,Moore County,436.5,Overall,Overall
TN,Morgan County,418.8,Overall,Overall
TN,Obion County,482.5,Overall,Overall
TN,Overton County,445.6,Overall,Overall
TN,Perry County,529.7,Overall,Overall
TN,Pickett County,382.6,Overall,Overall
TN,Polk County,453.7,Overall,Overall
TN,Putnam County,413.6,Overall,Overall
TN,Rhea County,411.5,Overall,Overall
TN,Roane County,385.6,Overall,Overall
TN,Robertson County,428.1,Overall,Overall
TN,Rutherford County,355.2,Overall,Overall
TN,Scott County,424.5,Overall,Overall
TN,Sequatchie County,383.2,Overall,Overall
TN,Sevier County,404.7,Overall,Overall
TN,Shelby County,399.5,Overall,Overall
TN,Smith County,393.6,Overall,Overall
TN,Stewart County,490.6,Overall,Overall
TN,Sullivan County,402.9,Overall,Overall
TN,Sumner County,349.4,Overall,Overall
TN,Tipton County,421.3,Overall,Overall
TN,Trousdale County,382.3,Overall,Overall
TN,Unicoi County,478.3,Overall,Overall
TN,Union County,387.7,Overall,Overall
TN,Van Buren County,451.8,Overall,Overall
TN,Warren County,493.4,Overall,Overall
TN,Washington County,408.5,Overall,Overall
TN,Wayne County,469.2,Overall,Overall
TN,Weakley County,456.9,Overall,Overall
TN,White County,441.9,Overall,Overall
TN,Williamson County,273.7,Overall,Overall
TN,Wilson County,358.9,Overall,Overall
TN,Anderson County,447,Male,Overall
TN,Bedford County,542.5,Male,Overall
TN,Benton County,587.9,Male,Overall
TN,Bledsoe County,462.2,Male,Overall
TN,Blount County,341.5,Male,Overall
TN,Bradley County,601,Male,Overall
TN,Campbell County,518.3,Male,Overall
TN,Cannon County,576,Male,Overall
TN,Carroll County,773.1,Male,Overall
TN,Carter County,476.4,Male,Overall
TN,Cheatham County,470.8,Male,Overall
TN,Chester County,474.7,Male,Overall
TN,Claiborne County,590.8,Male,Overall
TN,Clay County,609,Male,Overall
TN,Cocke County,652.3,Male,Overall
TN,Coffee County,564.6,Male,Overall
TN,Crockett County,627.1,Male,Overall
TN,Cumberland County,498.3,Male,Overall
TN,Davidson County,450.7,Male,Overall
TN,Decatur County,594.1,Male,Overall
TN,DeKalb County,573.9,Male,Overall
TN,Dickson County,532.9,Male,Overall
TN,Dyer County,603.2,Male,Overall
TN,Fayette County,500.5,Male,Overall
TN,Fentress County,487,Male,Overall
TN,Franklin County,535.7,Male,Overall
TN,Gibson County,661.3,Male,Overall
TN,Giles County,595,Male,Overall
TN,Grainger County,458.4,Male,Overall
TN,Greene County,610.7,Male,Overall
TN,Grundy County,629,Male,Overall
TN,Hamblen County,482.2,Male,Overall
TN,Hamilton County,454.4,Male,Overall
TN,Hancock County,510.4,Male,Overall
TN,Hardeman County,494.8,Male,Overall
TN,Hardin County,827.2,Male,Overall
TN,Hawkins County,521.9,Male,Overall
TN,Haywood County,546,Male,Overall
TN,Henderson County,552.9,Male,Overall
TN,Henry County,609.7,Male,Overall
TN,Hickman County,340.1,Male,Overall
TN,Houston County,505.6,Male,Overall
TN,Humphreys County,558.5,Male,Overall
TN,Jackson County,606.1,Male,Overall
TN,Jefferson County,488.6,Male,Overall
TN,Johnson County,402.3,Male,Overall
TN,Knox County,425,Male,Overall
TN,Lake County,717.9,Male,Overall
TN,Lauderdale County,605.9,Male,Overall
TN,Lawrence County,624.9,Male,Overall
TN,Lewis County,707.1,Male,Overall
TN,Lincoln County,554.9,Male,Overall
TN,Loudon County,353.1,Male,Overall
TN,McMinn County,528.1,Male,Overall
TN,McNairy County,648.7,Male,Overall
TN,Macon County,624.6,Male,Overall
TN,Madison County,516.2,Male,Overall
TN,Marion County,536.7,Male,Overall
TN,Marshall County,594.5,Male,Overall
TN,Maury County,425.8,Male,Overall
TN,Meigs County,479.4,Male,Overall
TN,Monroe County,435.1,Male,Overall
TN,Montgomery County,387.5,Male,Overall
TN,Moore County,556.3,Male,Overall
TN,Morgan County,484.8,Male,Overall
TN,Obion County,640.9,Male,Overall
TN,Overton County,525.7,Male,Overall
TN,Perry County,638.4,Male,Overall
TN,Pickett County,527.7,Male,Overall
TN,Polk County,564,Male,Overall
TN,Putnam County,493.9,Male,Overall
TN,Rhea County,473.1,Male,Overall
TN,Roane County,501.6,Male,Overall
TN,Robertson County,514.7,Male,Overall
TN,Rutherford County,446.5,Male,Overall
TN,Scott County,530,Male,Overall
TN,Sequatchie County,476.7,Male,Overall
TN,Sevier County,530.4,Male,Overall
TN,Shelby County,527.3,Male,Overall
TN,Smith County,483.3,Male,Overall
TN,Stewart County,591,Male,Overall
TN,Sullivan County,507.4,Male,Overall
TN,Sumner County,438.5,Male,Overall
TN,Tipton County,527.2,Male,Overall
TN,Trousdale County,435.8,Male,Overall
TN,Unicoi County,553,Male,Overall
TN,Union County,504.2,Male,Overall
TN,Van Buren County,513.1,Male,Overall
TN,Warren County,605.1,Male,Overall
TN,Washington County,508.7,Male,Overall
TN,Wayne County,546.6,Male,Overall
TN,Weakley County,641.9,Male,Overall
TN,White County,513.7,Male,Overall
TN,Williamson County,335.3,Male,Overall
TN,Wilson County,448.1,Male,Overall
TN,Anderson County,310.4,Female,Overall
TN,Bedford County,326.7,Female,Overall
TN,Benton County,434,Female,Overall
TN,Bledsoe County,323.2,Female,Overall
TN,Blount County,206.9,Female,Overall
TN,Bradley County,376.9,Female,Overall
TN,Campbell County,369.4,Female,Overall
TN,Cannon County,352,Female,Overall
TN,Carroll County,468.1,Female,Overall
TN,Carter County,307.1,Female,Overall
TN,Cheatham County,322.8,Female,Overall
TN,Chester County,361.5,Female,Overall
TN,Claiborne County,375.6,Female,Overall
TN,Clay County,374.2,Female,Overall
TN,Cocke County,472.3,Female,Overall
TN,Coffee County,375.8,Female,Overall
TN,Crockett County,554.9,Female,Overall
TN,Cumberland County,258.5,Female,Overall
TN,Davidson County,312.7,Female,Overall
TN,Decatur County,471.1,Female,Overall
TN,DeKalb County,403.9,Female,Overall
TN,Dickson County,334.3,Female,Overall
TN,Dyer County,391.9,Female,Overall
TN,Fayette County,312.3,Female,Overall
TN,Fentress County,427.1,Female,Overall
TN,Franklin County,331.3,Female,Overall
TN,Gibson County,345.9,Female,Overall
TN,Giles County,335.2,Female,Overall
TN,Grainger County,293.4,Female,Overall
TN,Greene County,374,Female,Overall
TN,Grundy County,387.8,Female,Overall
TN,Hamblen County,290.6,Female,Overall
TN,Hamilton County,289.1,Female,Overall
TN,Hancock County,357.9,Female,Overall
TN,Hardeman County,371.1,Female,Overall
TN,Hardin County,525.5,Female,Overall
TN,Hawkins County,337.9,Female,Overall
TN,Haywood County,350.1,Female,Overall
TN,Henderson County,436.3,Female,Overall
TN,Henry County,407.7,Female,Overall
TN,Hickman County,277.3,Female,Overall
TN,Houston County,352.3,Female,Overall
TN,Humphreys County,375.5,Female,Overall
TN,Jackson County,370.9,Female,Overall
TN,Jefferson County,281.4,Female,Overall
TN,Johnson County,286.2,Female,Overall
TN,Knox County,271.3,Female,Overall
TN,Lake County,421.9,Female,Overall
TN,Lauderdale County,499.3,Female,Overall
TN,Lawrence County,351.8,Female,Overall
TN,Lewis County,341.9,Female,Overall
TN,Lincoln County,343.6,Female,Overall
TN,Loudon County,227.5,Female,Overall
TN,McMinn County,371.5,Female,Overall
TN,McNairy County,484.8,Female,Overall
TN,Macon County,425,Female,Overall
TN,Madison County,313,Female,Overall
TN,Marion County,375,Female,Overall
TN,Marshall County,342.4,Female,Overall
TN,Maury County,248.1,Female,Overall
TN,Meigs County,312.2,Female,Overall
TN,Monroe County,282.7,Female,Overall
TN,Montgomery County,347.8,Female,Overall
TN,Moore County,354.6,Female,Overall
TN,Morgan County,373.6,Female,Overall
TN,Obion County,359.1,Female,Overall
TN,Overton County,371,Female,Overall
TN,Perry County,393.8,Female,Overall
TN,Pickett County,322.6,Female,Overall
TN,Polk County,352.4,Female,Overall
TN,Putnam County,348.5,Female,Overall
TN,Rhea County,343.3,Female,Overall
TN,Roane County,279,Female,Overall
TN,Robertson County,345.9,Female,Overall
TN,Rutherford County,284.6,Female,Overall
TN,Scott County,336.5,Female,Overall
TN,Sequatchie County,305.6,Female,Overall
TN,Sevier County,297.6,Female,Overall
TN,Shelby County,309.1,Female,Overall
TN,Smith County,343.7,Female,Overall
TN,Stewart County,379.8,Female,Overall
TN,Sullivan County,320.3,Female,Overall
TN,Sumner County,282.4,Female,Overall
TN,Tipton County,338.6,Female,Overall
TN,Trousdale County,327.9,Female,Overall
TN,Unicoi County,375,Female,Overall
TN,Union County,284.5,Female,Overall
TN,Van Buren County,389.7,Female,Overall
TN,Warren County,398.9,Female,Overall
TN,Washington County,328.5,Female,Overall
TN,Wayne County,383.5,Female,Overall
TN,Weakley County,315.6,Female,Overall
TN,White County,373.4,Female,Overall
TN,Williamson County,233.5,Female,Overall
TN,Wilson County,288,Female,Overall
TN,Anderson County,378.6,Overall,White
TN,Bedford County,422.4,Overall,White
TN,Benton County,520.1,Overall,White
TN,Bledsoe County,406.3,Overall,White
TN,Blount County,262.3,Overall,White
TN,Bradley County,490.3,Overall,White
TN,Campbell County,443.2,Overall,White
TN,Cannon County,482.3,Overall,White
TN,Carroll County,608.1,Overall,White
TN,Carter County,388,Overall,White
TN,Cheatham County,404.7,Overall,White
TN,Chester County,405.4,Overall,White
TN,Claiborne County,485.7,Overall,White
TN,Clay County,465.7,Overall,White
TN,Cocke County,577,Overall,White
TN,Coffee County,471.1,Overall,White
TN,Crockett County,654.5,Overall,White
TN,Cumberland County,367.2,Overall,White
TN,Davidson County,355.7,Overall,White
TN,Decatur County,516.1,Overall,White
TN,DeKalb County,514.8,Overall,White
TN,Dickson County,429.3,Overall,White
TN,Dyer County,482.2,Overall,White
TN,Fayette County,357.4,Overall,White
TN,Fentress County,477.4,Overall,White
TN,Franklin County,419.9,Overall,White
TN,Gibson County,500.2,Overall,White
TN,Giles County,448.8,Overall,White
TN,Grainger County,387.2,Overall,White
TN,Greene County,489.4,Overall,White
TN,Grundy County,532,Overall,White
TN,Hamblen County,374.5,Overall,White
TN,Hamilton County,349.2,Overall,White
TN,Hancock County,437.8,Overall,White
TN,Hardeman County,413.9,Overall,White
TN,Hardin County,682.9,Overall,White
TN,Hawkins County,433.8,Overall,White
TN,Haywood County,404.1,Overall,White
TN,Henderson County,509.3,Overall,White
TN,Henry County,498.3,Overall,White
TN,Hickman County,318.3,Overall,White
TN,Houston County,404.8,Overall,White
TN,Humphreys County,482.4,Overall,White
TN,Jackson County,492.5,Overall,White
TN,Jefferson County,383.6,Overall,White
TN,Johnson County,342.2,Overall,White
TN,Knox County,339.7,Overall,White
TN,Lake County,583.2,Overall,White
TN,Lauderdale County,547,Overall,White
TN,Lawrence County,477.7,Overall,White
TN,Lewis County,536.2,Overall,White
TN,Lincoln County,453.2,Overall,White
TN,Loudon County,280.3,Overall,White
TN,McMinn County,456.9,Overall,White
TN,McNairy County,583.9,Overall,White
TN,Macon County,542.9,Overall,White
TN,Madison County,376.9,Overall,White
TN,Marion County,471.7,Overall,White
TN,Marshall County,480.5,Overall,White
TN,Maury County,321.2,Overall,White
TN,Meigs County,382.4,Overall,White
TN,Monroe County,365.8,Overall,White
TN,Montgomery County,368.2,Overall,White
TN,Moore County,438,Overall,White
TN,Morgan County,425.4,Overall,White
TN,Obion County,478,Overall,White
TN,Overton County,452.1,Overall,White
TN,Perry County,540.5,Overall,White
TN,Pickett County,381.4,Overall,White
TN,Polk County,460.6,Overall,White
TN,Putnam County,421.1,Overall,White
TN,Rhea County,422.3,Overall,White
TN,Roane County,390.4,Overall,White
TN,Robertson County,427.7,Overall,White
TN,Rutherford County,357.5,Overall,White
TN,Scott County,427.5,Overall,White
TN,Sequatchie County,384.8,Overall,White
TN,Sevier County,416.3,Overall,White
TN,Shelby County,355,Overall,White
TN,Smith County,397.3,Overall,White
TN,Stewart County,502.4,Overall,White
TN,Sullivan County,402.8,Overall,White
TN,Sumner County,352.9,Overall,White
TN,Tipton County,420.1,Overall,White
TN,Trousdale County,377.3,Overall,White
TN,Unicoi County,486.8,Overall,White
TN,Union County,394.9,Overall,White
TN,Van Buren County,447.9,Overall,White
TN,Warren County,502.2,Overall,White
TN,Washington County,412.9,Overall,White
TN,Wayne County,474,Overall,White
TN,Weakley County,457,Overall,White
TN,White County,447.8,Overall,White
TN,Williamson County,272.9,Overall,White
TN,Wilson County,361.8,Overall,White
TN,Anderson County,454.6,Male,White
TN,Bedford County,540.2,Male,White
TN,Benton County,604.3,Male,White
TN,Bledsoe County,459.7,Male,White
TN,Blount County,344,Male,White
TN,Bradley County,609.2,Male,White
TN,Campbell County,525.7,Male,White
TN,Cannon County,585.5,Male,White
TN,Carroll County,781.4,Male,White
TN,Carter County,482.9,Male,White
TN,Cheatham County,477.4,Male,White
TN,Chester County,467.8,Male,White
TN,Claiborne County,593.1,Male,White
TN,Clay County,617.2,Male,White
TN,Cocke County,658.1,Male,White
TN,Coffee County,568.7,Male,White
TN,Crockett County,660.6,Male,White
TN,Cumberland County,506.6,Male,White
TN,Davidson County,441.3,Male,White
TN,Decatur County,595.9,Male,White
TN,DeKalb County,589.3,Male,White
TN,Dickson County,535,Male,White
TN,Dyer County,595.4,Male,White
TN,Fayette County,446.9,Male,White
TN,Fentress County,495.1,Male,White
TN,Franklin County,533.5,Male,White
TN,Gibson County,691.8,Male,White
TN,Giles County,601.5,Male,White
TN,Grainger County,467.8,Male,White
TN,Greene County,617.7,Male,White
TN,Grundy County,656,Male,White
